,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
387,15340831,Sonder | Winthrop Square | Bright Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15340831,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
388,15341441,Sonder | Winthrop Square | Vibrant 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15341441,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
389,15342033,Sonder | Winthrop Square | Smart Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15342033,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
390,15375825,Sonder | Winthrop Square | Unique Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15375825,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
391,15390344,Sonder | Winthrop Square | Artsy Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15390344,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
392,15390808,Sonder | Winthrop Square | Lively Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15390808,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
393,15390860,Sonder | Winthrop Square | Cozy Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15390860,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
395,15407065,Sonder | Winthrop Square | Lovely 2BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15407065,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
396,15407347,Sonder | Winthrop Square | Lovely 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15407347,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
397,15407480,Sonder | Winthrop Square | Lovely Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15407480,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
398,15444930,Sonder | Winthrop Square | Sunny Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15444930,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
400,15463154,Sonder | Winthrop Square | Modern Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15463154,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
423,16489609,Sonder | Winthrop Square | Grand Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/16489609,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
532,19436968,Sonder | The Conrad | Natural 4BR,7-2,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/19436968,https://www.airbnb.com/users/show/12243051,30.0,988180,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
